token_id,token
679,Ġfl
680,Ġyesterday
681,ash
682,Ġprices
683,Ġhad
684,Ġsat
685,Ġbeen
686,Ġteam
687,ath
688,Ġreport
689,Ġamer
690,Ġpol
691,Ġameric
692,act
693,Ġsecond
694,Ġcomm
695,ds
696,ven
697,Ġpr
698,Ġatt
699,ased
700,ating
701,Ġgovernment
702,Ġcan
703,arter
704,Ġserv
705,Ġpresident
706,Ġofficial
707,ey
708,uct
709,lo
710,Ġann
711,ht
712,Ġaug
713,ally
714,lect
715,urn
716,Ġagainst
717,iss
718,Ġunited
719,Ġwhen
720,led
721,ound
722,Ġmedal
723,Ġret
724,Ġend
725,ock
726,ral
727,vel
728,Ġinvest
729,Ġno
730,Ġprof
731,Ġsl
732,Ġwhich
733,Ġreg
734,Ġmilit
735,Ġme
736,ww
737,Ġwould
738,Ġpeop
739,cent
740,Ġmillion
741,Ġstr
742,Ġpre
743,Ġsunday
744,eral
745,Ġsup
746,Ġthree
747,Ġfour
748,Ġgroup
749,Ġplan
750,Ġset
751,con
752,yst
753,Ġmarket
754,Ġcons
755,urday
756,Ġsaturday
757,Ġam
758,Ġcould
759,Ġnight
760,man
761,Ġbec
762,ren
763,Ġcount
764,ted
765,Ġph
766,ged
767,ames
768,Ġbu
769,ocks
770,Ġwar
771,ublic
772,Ġpeople
773,Ġpart
774,lp
775,ced
776,king
777,Ġdec
778,Ġgoo
779,Ġplay
780,ical
781,ware
782,Ġso
783,Ġdo
784,uss
785,Ġpercent
786,Ġ5
787,ected
788,rop
789,Ġyears
790,ullqu
791,land
792,Ġjust
793,tle
794,co
795,Ġtime
796,ington
797,ister
798,orts
799,ina
800,Ġdes
801,Ġtoday
802,Ġdef
803,Ġsur
804,Ġsou
805,Ġ6
806,ower
807,Ġimp
808,Ġsome
809,Ġsoft
810,ely
811,Ġsw
812,Ġsecur
813,Ġdown
814,wn
815,Ġback
816,Ġstates
817,line
818,Ġsal
819,oll
820,tory
821,Ġher
822,iness
823,ose
824,Ġtec
825,Ġresearch
826,ier
827,Ġrecord
828,Ġbro
829,ff
830,Ġrun
831,ult
832,Ġbank
833,Ġannoun
834,les
835,Ġprod
836,Ġfinal
837,vent
838,Ġcour
839,Ġint
840,ists
841,ows
842,ajaf
843,Ġcap
844,Ġmonth
845,ital
846,Ġmak
847,use
848,Ġkill
849,ugh
850,ines
851,Ġcity
852,Ġdem
853,able
854,ms
855,Ġminister
856,ball
857,gh
858,ger
859,Ġinternet
860,ities
861,Ġathens
862,oss
863,ok
864,Ġolympics
865,Ġbusiness
866,Ġsoftware
867,ystem
868,Ġbig
869,Ġday
870,Ġgames
871,Ġoffer
872,ix
873,Ġter
874,its
875,olog
876,Ġcar
877,ustral
878,Ġwon
879,ep
880,ics
881,Ġmay
882,ise
883,Ġass
884,ird
885,Ġdr
886,Ġelect
887,Ġquarter
888,ft
889,icros
890,ual
891,ved
892,Ġhelp
893,Ġlong
894,Ġli
895,Ġecon
896,Ġeconom
897,ullquote
898,Ġvic
899,Ġsystem
900,Ġsupp
901,od
902,uch
903,Ġmus
904,ason
905,Ġfed
906,app
907,Ġcountry
908,ied
909,Ġofficials
910,ious
911,Ġnext
912,Ġcol
913,ater
914,Ġconf
915,Ġother
916,gr
917,ling
918,ets
919,Ġ7
920,ece
921,Ġtechn
922,Ġamerican
923,Ġgr
924,ked
925,bs
926,Ġshe
927,gle
928,icrosoft
929,Ġwom
930,Ġrele
931,Ġnor
932,Ġnetw
933,tp
934,Ġ8
935,Ġmost
936,Ġstate
937,Ġservice
938,Ġtarg
939,Ġsecurity
940,ph
941,ings
942,Ġgu
943,Ġlarg
944,ands
945,med
946,els
947,enc
948,air
949,Ġsay
950,Ġtop
951,Ġnational
952,uring
953,az
954,ient
955,Ġtri
956,ange
957,Ġunder
958,ned
959,Ġrel
960,Ġchamp
961,Ġnear
962,ments
963,Ġopen
964,Ġdep
965,Ġcourt
966,hes
967,Ġreported
968,ood
969,Ġbillion
970,Ġ15
971,Ġals
972,Ġpo
973,Ġpublic
974,Ġthro
975,ecut
976,Ġvi
977,Ġcall
978,Ġgreece
979,ording
980,Ġoper
981,Ġ19
982,Ġeng
983,Ġgrow
984,ble
985,Ġhome
986,Ġyou
987,Ġannounced
988,lud
989,gest
990,ley
991,Ġshow
992,Ġsales
993,ares
994,fore
995,Ġaustral
996,Ġtarget
997,Ġgian
998,Ġnews
999,Ġruss
1000,Ġaccording
1001,Ġinternational
1002,ons
1003,ices
1004,Ġ10
1005,Ġsays
1006,Ġeu
1007,ah
1008,Ġx
1009,Ġhol
1010,Ġreb
1011,year
1012,Ġstart
1013,velop
1014,Ġbrit
1015,form
1016,Ġbefore
1017,int
1018,ang
1019,atch
1020,Ġgen
1021,Ġjohn
1022,Ġsee
1023,Ġem
1024,pt
1025,Ġcent
1026,Ġmaj
1027,ision
1028,ress
1029,eric
1030,Ġcost
1031,Ġhim
1032,Ġfore
1033,ild
1034,Ġvictory
1035,ror
1036,Ġcre
1037,Ġmen
1038,Ġthre
1039,cess
1040,Ġnajaf
1041,Ġwhat
1042,66
1043,Ġthem
1044,istan
1045,Ġdel
1046,Ġstre
1047,Ġju
1048,br
1049,let
1050,ures
1051,Ġmajor
1052,be
1053,hip
1054,Ġif
1055,Ġthird
1056,Ġdevelop
1057,Ġfederal
1058,Ġtechnolog
1059,Ġthrough
1060,io
1061,Ġtal
1062,ince
1063,Ġsm
1064,Ġpost
1065,Ġget
1066,Ġplans
1067,iel
1068,uter
1069,win
1070,Ġpar
1071,Ġwind
1072,ause
1073,Ġche
1074,Ġbas
1075,Ġwhile
1076,Ġinclud
1077,ants
1078,ook
1079,afp
1080,icker
1081,Ġbel
1082,Ġmade
1083,very
1084,less
1085,Ġsign
1086,ched
1087,uk
1088,Ġpa
1089,Ġinf
1090,Ġhom
1091,Ġgame
1092,Ġprov
1093,eep
1094,ator
1095,Ġhit
1096,Ġla
1097,Ġbar
1098,Ġant
1099,ams
1100,een
1101,Ġfe
1102,Ġrem
1103,ene
1104,inf
1105,ont
1106,Ġins
1107,round
1108,Ġlaw
1109,alif
1110,ising
1111,str
1112,Ġprot
1113,Ġ100
1114,Ġ2004
1115,Ġsouth
1116,orn
1117,Ġstock
1118,cer
1119,Ġtro
1120,Ġbeg
1121,Ġap
1122,Ġcharg
1123,Ġi
1124,Ġdeal
1125,Ġprime
1126,http
1127,ces
1128,Ġaut
1129,Ġcut
1130,Ġwork
1131,Ġgoogle
1132,wash
1133,ky
1134,Ġhead
1135,ref
1136,Ġhref
1137,httpww
1138,nt
1139,Ġed
1140,Ġbat
1141,ward
1142,Ġhur
1143,Ġcompet
1144,Ġhrefhttpww
1145,ner
1146,Ġtake
1147,Ġfil
1148,etween
1149,ys
1150,Ġact
1151,Ġbetween
1152,Ġcomputer
1153,Ġbre
1154,used
1155,Ġjap
1156,Ġshi
1157,Ġprofit
1158,washington
1159,aim
1160,Ġchina
1161,Ġmiss
1162,Ġshares
1163,uel
1164,Ġta
1165,ane
1166,ains
1167,Ġcompan
1168,ins
1169,inu
1170,asp
1171,ada
1172,Ġleast
1173,Ġway
1174,Ġweb
1175,Ġwindows
1176,Ġstri
1177,Ġtele
1178,Ġindust
1179,Ġfound
1180,Ġmicrosoft
1181,Ġterror
1182,Ġcompanies
1183,Ġinit
1184,Ġref
1185,Ġext
1186,Ġtrad
1187,Ġred
1188,stocks
1189,Ġpress
1190,me
1191,Ġhow
1192,Ġip
1193,Ġopp
1194,Ġpay
1195,Ġiraqi
1196,Ġbuy
1197,way
1198,Ġmake
1199,Ġnow
1200,quick
1201,usp
1202,rael
1203,min
1204,ending
1205,ves
1206,Ġeven
1207,vestor
1208,Ġpolice
1209,Ġmusic
1210,fullquote
1211,other
1212,su
1213,Ġpower
1214,leg
1215,Ġincre
1216,reuterscom
1217,Ġtargetstocks
1218,winvestor
1219,infof
1220,Ġhrefhttpwwwinvestor
1221,aspxt
1222,quickinfof
1223,fullquoteaspxt
1224,reuterscomfullquoteaspxt
1225,Ġtargetstocksquickinfof
1226,Ġhrefhttpwwwinvestorreuterscomfullquoteaspxt
1227,na
1228,Ġonly
1229,Ġlargest
1230,Ġtechnology
1231,ert
1232,Ġang
1233,aring
1234,Ġbeing
1235,Ġbecause
1236,Ġel
1237,Ġsince
1238,reed
1239,Ġanother
1240,Ġkilled
1241,Ġgiant
1242,Ġfac
1243,Ġhop
1244,ough
1245,Ġadv
1246,ful
1247,ym
1248,Ġtest
1249,Ġsix
1250,Ġhal
1251,aking
1252,ondon
1253,nings
1254,Ġhigher
1255,rol
1256,Ġrad
1257,Ġclaim
1258,Ġown
1259,atest
1260,Ġhold
1261,Ġformer
1262,Ġinvestors
1263,Ġgrowth
1264,Ġham
1265,Ġonline
1266,Ġstocks
1267,Ġnetwork
1268,ents
1269,Ġkn
1270,Ġhrefhttpwwwinvestorreuterscomfullquoteaspxticker
1271,Ġsusp
1272,Ġdou
1273,acks
1274,Ġ20
1275,ared
1276,ones
1277,rest
1278,Ġbush
1279,Ġeurop
1280,ese
1281,Ġfive
1282,Ġstar
1283,Ġrul
1284,Ġretail
1285,Ġconsum
1286,Ġoffering
1287,ators
1288,Ġdat
1289,Ġdrug
1290,ered
1291,row
1292,ind
1293,isco
1294,Ġseason
1295,Ġbiggest
1296,los
1297,Ġany
1298,Ġdays
1299,ives
1300,Ġmilitary
1301,by
1302,Ġsub
1303,Ġsearch
1304,Ġcleric
1305,Ġjapan
1306,lin
1307,Ġ18
1308,thern
1309,atic
1310,Ġisrael
1311,Ġproduc
1312,Ġ9
1313,Ġrose
1314,Ġfell
1315,Ġduring
1316,ured
1317,Ġregion
1318,Ġwomen
1319,ivers
1320,Ġlo
1321,ague
1322,ude
1323,bile
1324,Ġboo
1325,Ġagreed
1326,Ġincluding
1327,pl
1328,Ġsu
1329,Ġthere
1330,ury
1331,Ġ12
1332,ago
1333,Ġleader
1334,Ġshiite
1335,rup
1336,Ġav
1337,Ġprop
1338,Ġclos
1339,Ġweeks
1340,ross
1341,ron
1342,ze
1343,Ġleg
1344,ield
1345,orks
1346,alth
1347,Ġstill
1348,Ġenter
1349,Ġfinanc
1350,but
1351,owing
1352,Ġeurope
1353,ium
1354,Ġcust
1355,ament
1356,uction
1357,Ġregul
1358,Ġsch
1359,Ġcamp
1360,Ġfight
1361,Ġstud
1362,Ġprice
1363,Ġearly
1364,ael
1365,Ġbom
1366,Ġexpected
1367,Ġwr
1368,Ġra
1369,Ġacqu
1370,Ġaugust
1371,Ġmaker
1372,Ġinitial
1373,oot
1374,Ġmany
1375,Ġstand
1376,adr
1377,Ġstrong
1378,Ġindustry
1379,gy
1380,ney
1381,Ġput
1382,icago
1383,ility
1384,Ġequ
1385,Ġshar
1386,ission
1387,Ġrussian
1388,Ġlaun
1389,bers
1390,iting
1391,Ġpat
1392,Ġlatest
1393,Ġshare
1394,Ġspr
1395,ief
1396,sp
1397,ained
1398,Ġevent
1399,Ġjud
1400,Ġleft
1401,Ġattack
1402,Ġtook
1403,Ġnum
1404,ops
1405,Ġleague
1406,Ġfranc
1407,Ġinvestig
1408,based
1409,cl
1410,Ġsud
1411,Ġsem
1412,Ġsell
1413,ative
1414,Ġmich
1415,ised
1416,Ġbeat
1417,Ġexecut
1418,Ġago
1419,ired
1420,Ġpaul
1421,Ġmid
1422,Ġlif
1423,Ġshr
1424,Ġmobile
1425,Ġaustralia
1426,Ġcustom
1427,par
1428,ights
1429,itt
1430,Ġshould
1431,Ġafric
1432,Ġappro
1433,Ġpeace
1434,Ġreturn
1435,Ġbritish
1436,Ġtalks
1437,iff
1438,Ġround
1439,Ġappe
1440,Ġservices
1441,Ġcapital
1442,ency
1443,Ġbasket
1444,go
1445,head
1446,Ġwall
1447,Ġmet
1448,Ġdar
1449,osition
1450,Ġdev
1451,akistan
1452,Ġwhere
1453,ipp
1454,Ġadd
1455,Ġface
1456,Ġfoll
1457,Ġbid
1458,ished
1459,Ġ11
1460,000
1461,Ġnorth
1462,Ġsold
1463,Ġinj
1464,Ġger
1465,Ġloss
1466,Ġeff
1467,Ġbasketball
1468,ik
1469,son
1470,rel
1471,Ġhand
1472,Ġstore
1473,Ġquote
1474,Ġmove
1475,Ġmonths
1476,Ġdemand
1477,Ġdata
1478,Ġsing
1479,Ġrecent
1480,Ġreleased
1481,ool
1482,Ġfall
1483,Ġpop
1484,Ġinst
1485,Ġfail
1486,ady
1487,Ġwash
1488,Ġcommun
1489,Ġeconomic
1490,london
1491,Ġest
1492,Ġfar
1493,enter
1494,Ġcontr
1495,Ġuse
1496,Ġreports
1497,Ġlike
1498,lam
1499,Ġwal
1500,Ġpass
1501,Ġ14
1502,loy
1503,Ġdesp
1504,Ġnearly
1505,rupt
1506,Ġcle
1507,Ġmuch
1508,Ġdri
1509,ense
1510,Ġdisc
1511,Ġviol
1512,Ġpast
1513,Ġinv
1514,ism
1515,Ġste
1516,Ġhealth
1517,Ġtrans
1518,Ġarm
1519,Ġchampions
1520,Ġcalif
1521,Ġmain
1522,vered
1523,Ġphone
1524,Ġmat
1525,Ġrev
1526,Ġreal
1527,Ġneed
1528,ible
1529,Ġmanag
1530,Ġeconomy
1531,Ġfinancial
1532,sh
1533,ty
1534,Ġsan
1535,ashed
1536,Ġnas
1537,Ġnet
1538,ects
1539,Ġrepublic
1540,Ġscient
1541,Ġwashington
1542,bo
1543,lier
1544,Ġvers
1545,Ġtry
1546,red
1547,Ġca
1548,Ġpit
1549,ison
1550,Ġdid
1551,Ġdist
1552,Ġge
1553,Ġnations
1554,Ġcommission
1555,Ġdepart
1556,Ġtra
1557,Ġsour
1558,Ġfut
1559,Ġmor
1560,Ġmem
1561,Ġev
1562,Ġeight
1563,imin
1564,hor
1565,ne
1566,Ġtit
1567,Ġpri
1568,Ġlab
1569,Ġ36
1570,Ġfirm
1571,Ġarrest
1572,Ġcrude
1573,Ġmichael
1574,Ġwire
1575,idence
1576,Ġchip
1577,Ġkey
1578,Ġvide
1579,Ġpolit
1580,pr
1581,Ġrest
1582,Ġwithout
1583,Ġbomb
1584,Ġtim
1585,Ġsuc
1586,Ġlower
1587,erson
1588,Ġchar
1589,ears
1590,Ġconcer
1591,ocr
1592,Ġsupport
1593,Ġchampion
1594,emp
1595,ght
1596,ving
1597,Ġsil
1598,Ġcare
1599,ory
1600,Ġdet
1601,Ġriv
1602,ular
1603,Ġused
1604,Ġvis
1605,Ġcontrol
1606,ize
1607,Ġthreat
1608,Ġauthor
1609,ration
1610,Ġwest
1611,ict
1612,Ġrace
1613,ots
1614,Ġprofile
1615,Ġcalled
1616,sc
1617,Ġdom
1618,Ġ17
1619,Ġjuly
1620,Ġfrancisco
1621,back
1622,ees
1623,Ġfund
1624,Ġnation
1625,Ġvir
1626,ck
1627,Ġlit
1628,Ġprogr
1629,Ġsports
1630,Ġstreet
1631,Ġcup
1632,Ġposs
1633,Ġpakistan
1634,ute
1635,Ġusers
1636,Ġagree
1637,raw
1638,iving
1639,Ġearnings
1640,Ġmeet
1641,Ġimpro
1642,Ġcompetition
1643,cast
1644,Ġturn
1645,Ġsen
1646,Ġsim
1647,Ġcur
1648,Ġemp
1649,eles
1650,Ġacross
1651,Ġalso
1652,Ġwireless
1653,fur
1654,Ġsum
1655,Ġmens
1656,acy
1657,Ġ13
1658,Ġkore
1659,ific
1660,hd
1661,ior
1662,ns
1663,ites
1664,Ġbill
1665,Ġeas
1666,off
1667,Ġsever
1668,aving
1669,Ġrelease
1670,dit
1671,Ġsol
1672,Ġmot
1673,Ġhour
1674,Ġital
1675,Ġspec
1676,yearold
1677,Ġshrine
1678,Ġdepartment
1679,de
1680,gan
1681,ll
1682,port
1683,Ġsoc
1684,Ġfam
1685,Ġlos
1686,Ġconn
1687,Ġleading
1688,Ġversion
1689,bed
1690,lines
1691,ret
1692,Ġchief
1693,Ġparty
1694,ollar
1695,Ġconsumer
1696,Ġz
1697,Ġer
1698,esh
1699,Ġhost
1700,Ġhere
1701,ider
1702,elf
1703,ution
1704,Ġkeep
1705,uck
1706,Ġbroad
1707,Ġsystems
1708,ness
1709,ily
1710,Ġforces
1711,Ġdead
1712,aining
1713,Ġresul
1714,Ġcontinu
1715,ymn
1716,Ġhalf
1717,ink
1718,Ġpal
1719,Ġmight
1720,Ġ16
1721,Ġunivers
1722,ized
1723,bal
1724,eration
1725,Ġpack
1726,Ġgymn
1727,Ġfourth
1728,Ġpc
1729,adian
1730,ugg
1731,Ġdemocr
1732,Ġsudan
1733,ai
1734,Ġaround
1735,ank
1736,Ġmass
1737,ians
1738,Ġmark
1739,Ġattacks
1740,Ġtargetstocksquickinfofullquote
1741,ias
1742,ject
1743,ming
1744,Ġtre
1745,inals
1746,ergy
1747,Ġanal
1748,Ġdro
1749,Ġglo
1750,Ġdarfur
1751,Ġdespite
1752,cy
1753,ex
1754,iam
1755,iers
1756,tada
1757,eng
1758,Ġlate
1759,Ġyour
1760,Ġker
1761,pped
1762,Ġreser
1763,Ġkilling
1764,Ġgeneral
1765,Ġtroops
1766,Ġhous
1767,Ġline
1768,Ġheld
1769,Ġalle
1770,Ġholy
1771,Ġboost
1772,ny
1773,Ġdig
1774,Ġdollar
1775,Ġright
1776,Ġresp
1777,Ġwinning
1778,Ġcorpor
1779,Ġlik
1780,Ġshowed
1781,Ġsmall
1782,Ġtrading
1783,Ġlittle
1784,ided
1785,Ġlow
1786,Ġloo
1787,estin
1788,Ġexch
1789,Ġspe
1790,umb
1791,ards
1792,Ġseven
1793,Ġamericans
1794,Ġalsadr
1795,Ġxp
1796,Ġopposition
1797,Ġtitle
1798,uf
1799,ony
1800,Ġenergy
1801,Ġworlds
1802,Ġmanage
1803,Ġboth
1804,rench
1805,Ġ50
1806,Ġengland
1807,Ġcosts
1808,Ġtax
1809,Ġfighting
1810,Ġnumber
1811,Ġcustomers
1812,Ġgymnast
1813,ij
1814,Ġsuch
1815,Ġbet
1816,Ġhot
1817,Ġcoach
1818,Ġvideo
1819,over
1820,ump
1821,ways
1822,Ġrece
1823,Ġ25
1824,Ġspace
1825,san
1826,Ġce
1827,Ġfree
1828,Ġever
1829,Ġevery
1830,ended
1831,Ġearlier
1832,Ġelection
1833,Ġrebels
1834,Ġsuccess
1835,Ġseveral
1836,Ġwhe
1837,ought
1838,ived
1839,Ġupd
1840,ather
1841,Ġmeters
1842,Ġbuild
1843,Ġresults
1844,Ġexchange
1845,her
1846,tain
1847,time
1848,Ġcase
1849,Ġfoot
1850,ately
1851,arm
1852,Ġ30
1853,Ġprocess
1854,resh
1855,Ġairlines
1856,kyo
1857,meter
1858,Ġty
1859,Ġath
1860,Ġamp
1861,onto
1862,Ġcop
1863,Ġma
1864,Ġtourn
1865,Ġthous
1866,Ġunion
1867,Ġengine
1868,aign
1869,down
1870,nal
1871,tim
1872,Ġq
1873,Ġfield
1874,Ġinform
1875,Ġstep
1876,Ġissu
1877,aghd
1878,Ġalm
1879,ries
1880,oci
1881,ghan
1882,Ġforeign
1883,Ġhurric
1884,Ġalleged
1885,aghdad
1886,Ġes
1887,Ġwell
1888,Ġhum
1889,Ġgl
1890,Ġlight
1891,Ġlost
1892,Ġmilitants
1893,Ġinfl
1894,Ġbarrel
1895,Ġangeles
1896,Ġisraeli
1897,Ġscientists
1898,Ġfire
1899,Ġbase
1900,Ġdav
1901,Ġgive
1902,Ġstra
1903,owed
1904,cher
1905,Ġprom
1906,Ġattemp
1907,Ġended
1908,Ġassoci
1909,Ġnetworks
1910,Ġemb
1911,Ġjump
1912,Ġfollowing
1913,hold
1914,najaf
1915,ov
1916,Ġur
1917,Ġahead
1918,Ġcenter
1919,Ġfrench
1920,osed
1921,Ġshort
1922,avy
1923,Ġgood
1924,Ġplayer
1925,Ġdesign
1926,Ġmaking
1927,Ġgrand
1928,Ġoperating
1929,Ġcontract
1930,Ġtournament
1931,aug
1932,gu
1933,ging
1934,iew
1935,qtada
1936,aster
1937,lex
1938,ush
1939,ape
1940,Ġ23
1941,Ġhistory
1942,Ġplayers
1943,Ġproduct
1944,Ġquarterly
1945,Ġcentral
1946,Ġeuropean
1947,Ġcampaign
1948,Ġsemif
1949,Ġgeor
